url	status	n_redirects	redirect_chain	final_url	content_type	title	note
https://anvilproject.org/	200	0			text/html		
https://astrazeneca.com/	403	1	301->https://www.astrazeneca.com	https://www.astrazeneca.com	text/html	ERROR: The request could not be satisfied	
https://axioresearch.com/	DNS_FAIL	0					
https://bioconductor.github.io/biocblog	200	1	301->https://blog.bioconductor.org	https://blog.bioconductor.org	text/html; charset=utf-8	Bioconductor community blog	
https://bioconductor.posit.co/	200	0			text/html;charset=ISO-8859-1	Index of /	
https://bioconductor.riken.jp/	200	0			text/html;charset=UTF-8	Index of /	
https://bioconductor.statistik.tu-dortmund.de/	200	0			text/html	Bioconductor Mirror, Department of Statistics, TU Dortmund	
https://bioconductor.uib.no/	200	0			text/html;charset=UTF-8	Index of /	
https://bioconductor.unipi.it	TLS_ERROR	0					
https://bsky.app/profile/bioconductor.bsky.social	404	0			text/html; charset=UTF-8	@bioconductor.bsky.social on Bluesky	
https://cran.asia	200	0			text/html	The Comprehensive R Archive Network	
https://cran.r-project.org/web/packages/BiocManager/vignettes/BiocManager.html	200	0			text/html		
https://dotsrc.org/	200	0			text/html; charset=utf-8	About dotsrc - dotsrc	
https://fredhutch.org/	200	1	301->https://www.fredhutch.org/en.html	https://www.fredhutch.org/en.html			
https://free.nchc.org.tw/bioconductor/	DNS_FAIL	0					
https://ftp.gwdg.de/	200	0			text/html	ftp.gwdg.de - GWDG - IT in der Wissenschaft	
https://ftp.gwdg.de/pub/misc/bioconductor/	200	0			text/html	Index of /pub/misc/bioconductor/	
https://genomic.social/@bioconductor	200	0			text/html; charset=utf-8	Bioconductor (@bioconductor@genomic.social) - genomic.social	
https://github.com/genomicsclass/labs	200	0			text/html; charset=utf-8		
https://github.com/mikelove/bioc-refcard/blob/master/README.Rmd	404	0			text/html; charset=utf-8		
https://jserizay.com/OHCA/	200	0			text/html; charset=utf-8	Redirecting to the OHCA book	
https://med.stanford.edu/bdsi.html	404	0			text/html;charset=utf-8	Page not found | 404 - Page not found | Stanford Medicine	
https://mirror.aarnet.edu.au/pub/bioconductor	301	0				301 Moved Permanently	
https://mirror.accum.se/mirror/bioconductor.org/	200	0			text/html;charset=UTF-8	Index of /mirror/bioconductor.org	
https://mirrors.dotsrc.org/bioconductor/	200	0			text/html	mirrors.dotsrc.org	
https://mirrors.nju.edu.cn/bioconductor/	200	0			text/html; charset=utf-8	NJU Mirror	
https://mirrors.tuna.tsinghua.edu.cn/bioconductor/	200	0			text/html	Index of /bioconductor/ | 清华大学开源软件镜像站 | Tsinghua Open Source Mirror	
https://mirrors.ustc.edu.cn/bioc/	200	0			text/html; charset=utf-8	Directory Listing	
https://mirrors.westlake.edu.cn/bioconductor	403	0			text/html	您的访问请求可能对网站造成安全威胁，请求已被阻断。	
https://mirrors.zju.edu.cn/bioconductor	200	1	301->https://mirrors.zju.edu.cn/bioconductor/	https://mirrors.zju.edu.cn/bioconductor/	text/html		
https://posit.co/	503	0			text/html	Technical Difficulties	
https://rformassspectrometry.github.io/book/	200	0			text/html; charset=utf-8	Chapter 1 Preamble | R for Mass Spectrometry	
https://sci.nju.edu.cn/	200	0			text/html		
https://stat.ethz.ch/mailman/listinfo/bioc-devel	200	0			text/html; charset=us-ascii	Bioc-devel Info Page	
https://stat.ethz.ch/mailman/listinfo/bioconductor	404	0			text/html; charset=us-ascii	stat.ethz.ch Mailing Lists	
https://t.co/0F3DWIivPX	301	0					
https://ustc.edu.cn	200	0			text/html	中国科学技术大学	
https://utoronto.ca/	301	0					
https://www.accum.se/	200	0			text/html	Academic Computer Club in Umeå	
https://www.dana-farber.org/	200	0			text/html; charset=UTF-8		
https://www.googletagmanager.com/gtag/js?id=G-WJMEEH1J58	200	0			application/javascript; charset=UTF-8		
https://www.huber.embl.de/msmb/	200	0			text/html	Modern Statistics for Modern Biology	
https://www.linkedin.com/company/bioconductor/	200	0			text/html; charset=utf-8		
https://www.nchc.org.tw/	DNS_FAIL	0					
https://www.roswellpark.org/	200	0			text/html; charset=UTF-8	Cancer Treatment - Buffalo, NY | Roswell Park Comprehensive Cancer Center	
https://www.rstudio.com/	503	1	301->https://posit.co/	https://posit.co/	text/html	Technical Difficulties	
https://www.sbgenomics.com/	200	1	301->https://www.sevenbridges.com	https://www.sevenbridges.com	text/html; charset=UTF-8		
https://www.statistik.tu-dortmund.de/	200	1	301->https://statistik.tu-dortmund.de/	https://statistik.tu-dortmund.de/			
https://www.uib.no/	200	1	302->https://www4.uib.no	https://www4.uib.no	text/html; charset=UTF-8	Universitetet i Bergen | UiB	
https://www.unipi.it/	200	0			text/html; charset=UTF-8		
https://www.westlake.edu.cn/	403	0			text/html	您的访问请求可能对网站造成安全威胁，请求已被阻断。	
https://www.youtube.com/user/bioconductor	200	0			text/html; charset=utf-8		
https://www.zju.edu.cn/	200	0			text/html		
